,Tweet,Message,Match,Polarity
845,846, Top Countries voting BTS on MTVHottest for the past 1 hour1 United States2 Brazil3 Spain4 Argentina5 South Korea6 United Kingdom7 Peru8 Indonesia9 Mexico10 India11 Portugal12 Chile13 Canada14 Poland15 Thailand ,-,NEUTRAL
846,847,JohnstonWriter AndrewScheer How is she mocking Canada   Like did you actually take that statement that seriously and not as the joke it was      You must be so much fun at partys man,"['mocking', 'joke']",NEGATIVE
847,848,Lots more magigram magazines some hade-e-gram magic magazines straight from canada and one lonely 1945 Genii magazine ,-,NEUTRAL
848,849,Joe Elliott of Def Leppard Hits Canada with some ICJUK Designer shirts ,-,NEUTRAL
849,850,So were back on Twitterthe Tygers of Pan Twitter TangSoooo much to tell you The mixing of the new album by Soren Andersen is finished and now off to Harry Hess in Canada to be mastered Here are the Tygers in action at the Rock Hard festival Germany in May ,-,NEUTRAL
850,851,expmharper CPCHQ expmharper well said her stupid husband needs to know that Americans are coming to Canada to buy insulin because they cant afford it in the States,"['well', 'afford']",POSITIVE
851,852,David Staples What the alarmists wont admit Canada already a world leader in combating climate change CanadianGreensEdmontonJournal,-,NEUTRAL
852,853,Todays the day Your Canada Child Benefit is increasing That means more money to spend where you need it ,-,NEUTRAL
853,854,rough day missing canada and my wife percentmilk but this will do for now  ,['rough'],NEGATIVE
854,855,ceshuffler kebar40 KathrynShowroom LKautt zahnley1 18essencesimone Threlgoodinalus 333pez 06lotart HamzaLJibril1 cargobikevlog KwesiEdwards TheSashaGroup EmpathyWines kylesaidthis 137pm garyvee davidrocknyc TeamGaryVee JimmyThePencil theauntofdragon valeriomattei KSWISS NatTheChicken GoodCommunity Hey guys Hows thegoodcommunity been Lots going on this way Empathy is now in Canada but I gotta be practical Andy been going hard the periscopes I suggest checking them out Me amp my hip-hop friends have start a rap diss battle which has been fun  Anyone want creative ,-,NEUTRAL
855,856,MAGAPatriot293 PrisonPlanet And we include Canada you know your polite neighbours to the north also Australia and their neighbour New Zealand  And European nations NOT in the EU  Do I have to teach you everything,['polite'],POSITIVE
856,857,nicoleinAB munch289 TrudeauMustStay If we do not want our freedom anymore in Canada  then we should vote for Donald Trumps  idiot cousin Andrew Scheer to ruin our Country,"['idiot', 'ruin']",NEGATIVE
857,858,Today In Horror History Happy birthday to Canadas own Art Hindle who was born on this day in 1948 ArtHindle  along with his fabulous fur coat appeared in one of the earliest slasher films Black Christmas 1974 ,['fabulous'],POSITIVE
858,859,Me and the boys are in Canada,-,NEUTRAL
859,860,Surrey RCMP officer accused of ripping the Turban off an inmate without provocation guess theJagmeetSingh doesnt care about the HumanRightsViolations of prisoners in Canada riding bicycles are more important ,-,NEUTRAL
860,861,The Canadian people want a real alternative to the stale establishment ,['stale'],NEGATIVE
861,862,Whistler disc golf course Sometimes it was a mystery finding the next hole you could say it was a Basket Casediscgolf whistlermountain whistler britishcolombia canada family disc ,['mystery'],NEGATIVE
862,863,Dunkirk1940 RoyalAirForce rafredarrows airtattoo RAFLossiemouth Great story Unforgettable day for father and son and some RAF pilots Brilliant work Well done Heres a salute from Canada,"['work', 'salute']",POSITIVE
863,864,Im moving to Canada in like 5 weeks my manic state has peaked,-,NEUTRAL
864,865,Career tip for landing jobs like Technical Program Specialist Global Projects in Vancouver BC Canada Go on informational interviews The best way to get a meeting with a hiring manager is to ask for an informational meeting mining Engineering,"['like', 'best']",POSITIVE
865,866,Love from Canada  PMIKJalsaInUSA,-,NEUTRAL
866,867,By far the most honest and frank conversation about climate change Ive seen yet Thank you MaximeBernier for be the ONE politician who has the fortitude to talk about this issue as you do with all issues Canada needs the PPC2019 so very badly  ,"['issue', 'issues', 'badly']",NEGATIVE
867,868,Does your business provide a professional service that can fill a need with the Government of Canada Check out how the Canadian government purchases professional services and more with this seminar by SmallBusinessBC  bcbusiness  ,-,NEUTRAL
868,869,helpus minsterofcanadahelp governmentofcanadahelp withthereparents sharingiscaring canadiankids canada  day one until we get respondCanadianPM Canada,-,NEUTRAL
869,870,Make sushi with ease usine the Sushi Bazookachefselwyn food foodie foodphotography yummy delicious love foodlover foodblogger healthyfood dinner tasty lunch eat restaurant foodies healthy chef homemade yum canada torontofood ,"['ease', 'delicious', 'love', 'healthy']",POSITIVE
870,871,Weve got some big ideas for your small spaces CondoLiving  ,-,NEUTRAL
871,872,Province faces catastrophic nature loss if it doesnt conserve more land charity says  ,"['catastrophic', 'loss']",NEGATIVE
872,873,Step up your damn shit Canada ,"['damn', 'shit']",NEGATIVE
873,874,Familiar St George landmark to be demolished   ,-,NEUTRAL
874,875,AGRichard1 DaneMckerness ThedeplorableM munch289 Charlie55017434 calybo62 palevell HedinBill thereds8 leighgt philrack jmclennan8 traceitback MarkMe60 MaelColum Michell82410861 magiver1001 NewImproved9 anna938 CapersQ RachieBabe079 trishshirlaw PaulSR36855907 RickRed10 grannycindy57 jeffg463 Cherylscotian1 Orkidnut RickClarke2017 JohnAll63815927 DestinyParadigm Lyndamathews25 sideshowbo JanieStK GayleneSass HaveWeAllGoneM1 SaskLass SusanIverach pat69817036 boysha canadarj nixinixon wendyfanning LDawg05 Danbalkwill1 JIsaacsonV2 imwiththeband9 bgirl0001 ErikLuczak Tigergeorgie Youre cute little anon baby  Please explain the more than part  I have a feeling you havent been spending time in your crib reading up on Elections Canada policy,['cute'],POSITIVE
875,876,India is a bigger exporter of water than far better-endowed countries such as Brazil Russia United States Canada,-,NEUTRAL
876,877,China fighters buzz Canada warship in East China Sea report  via CdnChange,-,NEUTRAL
877,878,Two men die in separate vehicle crashes  ,"['die', 'crashes']",NEGATIVE
878,879,BC rabies death revives interest  and fear  in age-old disease   ,"['death', 'fear']",NEGATIVE
879,880,This food kiosk at the Halifax airport relies on customer honesty to pay ,['honesty'],POSITIVE
880,881,So heartbroken for Sheila and her entire family I first met her one Saturday morning at Burn Bootcamp and shed partner with me even though I was steady and slow as a turtle she ,-,NEUTRAL
881,882,Kenya  playing against Canada World Under 20 Rugby Trophy 2019 ,-,NEUTRAL
882,883,How I miss the beautiful snow covered peaks and the fresh mountain air Im ready to go backmountains wild wilderness forest woods nature naturelover beautiful explore adventure canada AB ,"['beautiful', 'fresh', 'ready']",POSITIVE
883,884,Some ice cream sandwiches recalled over risk of metal particles  ,['risk'],NEGATIVE
884,885,hopper4790andy GuyFawk23231052 amyywrites There should be a balance It is allowed in Canada for some people but there are rules I dont understand the waxing of genitals at all myself for anyone but yes I think there can be some reasons for people not providing service but there are protected categories,-,NEUTRAL
885,886,Why are AndrewScheers colleagues ridiculing and dissing Canada--and lying about This is I know the Conservative Way We sure dont need these kinds of Canada-bashing people actually running the country Thats for sure ,"['dissing', 'lying']",NEGATIVE
886,887,Fire forces about 50 tenants from Miramichi apartment  ,-,NEUTRAL
887,888,1 My riding needs people across Canada to reject Trudeaus anti energy sector policies like C69 and C48 So its exciting to work with folks who are working hard door by door sharing our positive vision for Canada This week I was with DavidBusch2019 in Saanich Gulf Islands ,"['like', 'exciting', 'work', 'positive']",POSITIVE
888,889,Sheshatshiu craft shop keeping Innu culture and teachers influence alive through tea dolls  CBC News ,-,NEUTRAL
889,890,Dead right whale doesnt appear to have been entangled in fishing gear  ,['right'],POSITIVE
890,891,cprice0129 SJPeace Im taking a vacation to see friends in Canada soon Cant stay in this mode full time,-,NEUTRAL
891,892,Today I turned Made an audible gasp of excitement that Canada Dry came out with a half lemonade ginger ale years old,"['audible', 'excitement']",POSITIVE
892,893,Kripparrian underflowR Yeah buddy Road trip Woo-hooTrans Canada Highway here you come ,-,NEUTRAL
893,894,Could you say hi if youre affiliated with a computer science department in Canada AcademicTwitter,-,NEUTRAL
894,895,To bad wasnt a terrorist in Canada would have gotten 10 million ,['bad'],NEGATIVE
895,896,Its WorldPopulationDayEvaluative evidence is critical is to achieve the unfinished business of ICPD25Our evaluations have important lessons on maternal mortalityH4+ H6Eval SuppliesEval PriyankaCRaina WPD2019 ,"['critical', 'unfinished']",NEGATIVE
896,897,10 years of Harper 1 year of Ford 1 month of Kenney Canada cannot afford 4 years of AndrewScheer and lraitt et al  via torontostar,['afford'],POSITIVE
897,898,TheSocialCTV  I agree with LaineyGossip wipe everything down ,-,NEUTRAL
898,899,I did a Hoover Dam tour yesterday where it was 45C I see Environment Canada just issued heat warning for YEG Bring it,['warning'],NEGATIVE
899,900,mileslunn JoelScotia ajsomerset Not really The evidence you speak of compares the certain states laws to other state laws that are STILL WEAKER THAN CANADAS CURRENT LAWS Obviously SOME regulation is good But we already have too much regulation here More laws wont help in Canada,['good'],POSITIVE
900,901,An American woman and her boyfriend were exploring Canada They were found dead on a highway I have no words  this is my SO brothers child His niece Rest In Peace sweet Chynna,-,NEUTRAL
901,902,McWill99 BelTel Even a guy in Canada knows this is bull  journalism,-,NEUTRAL
902,903,I dont want to disappoint Canada   OleksiakPenny s roller-coaster ride continues ,['disappoint'],NEGATIVE
903,904,justinbieber realDonaldTrump Go cry some more about how hard your life is Or you could move to Mexico or back to Canada and sponsor as many illegals as youd like Put your money where your mouth is You wont because youre the definition of fake Fake emotions fake activism fake person,"['cry', 'hard', 'fake']",NEGATIVE
904,905,Canada Cup 2019 Div 2 Men- for VolleyballAB amp VBManitoba - Match was called due to power outage - ,-,NEUTRAL
905,906,The horror From ghosts to monsters 6 Winnipeg Fringe shows on spooky subjects ,['spooky'],NEGATIVE
906,907,The Rise of The Satanic Temple in Canada,-,NEUTRAL
907,908,8 Its no surprise then that Bill and Frank have been travelling around the world doing business deals together When they talk about Pay-To-Play theyre talking about this The Globe and Mail details how they extract money and business deals ,-,NEUTRAL
908,909,Calling out anyone persons of color white people black people every-shade-in-between people any gender etc Is ABSOLUTELY okay It is NOT RACIST Racism is unfairly targetting any of those groups based on their appearancerealDonaldTrump is NOT racist He is CORRECT,"['unfairly', 'racist']",NEGATIVE
